timestamp,m_machines,n_jobs,budget_multiplier,budget,repetition,seed,ceiling_status,ceiling_nodes,ceiling_time,ceiling_initial,ceiling_final,ceiling_improvement,maxlpt_status,maxlpt_nodes,maxlpt_time,maxlpt_initial,maxlpt_final,maxlpt_improvement
2026-03-07 17:22:11,2,4,2.5,246.00,1,3402713787,optimal,0,0.0050,264.0,264.0,0.0000,optimal,0,0.0030,264.0,264.0,0.0000
2026-03-07 17:22:11,2,4,2.5,253.00,2,775284621,optimal,0,0.0030,348.0,348.0,0.0000,optimal,0,0.0030,348.0,348.0,0.0000
2026-03-07 17:22:11,2,4,2.5,221.00,3,394677990,optimal,0,0.0010,102.0,102.0,0.0000,optimal,0,0.0030,102.0,102.0,0.0000
2026-03-07 17:22:11,2,4,2.5,375.00,4,2161555007,optimal,0,0.0020,111.0,111.0,0.0000,optimal,0,0.0030,111.0,111.0,0.0000
2026-03-07 17:22:11,2,4,2.5,307.00,5,3829093137,optimal,0,0.0020,98.0,98.0,0.0000,optimal,0,0.0030,98.0,98.0,0.0000
2026-03-07 17:22:11,2,8,2.5,246.00,1,1489091421,optimal,0,0.0040,440.0,440.0,0.0000,optimal,0,0.0070,440.0,440.0,0.0000
2026-03-07 17:22:11,2,8,2.5,338.00,2,3156629551,optimal,0,0.0030,240.0,240.0,0.0000,optimal,0,0.0080,240.0,240.0,0.0000
2026-03-07 17:22:11,2,8,2.5,190.00,3,2776022920,optimal,0,0.0030,230.0,230.0,0.0000,optimal,0,0.0060,230.0,230.0,0.0000
2026-03-07 17:22:11,2,8,2.5,279.00,4,148593754,completed,123,0.0080,205.0,210.0,-5.0000,completed,77,0.0100,205.0,210.0,-5.0000
2026-03-07 17:22:11,2,8,2.5,200.00,5,1915470771,optimal,0,0.0020,248.0,248.0,0.0000,optimal,0,0.0060,248.0,248.0,0.0000
2026-03-07 17:22:11,2,12,2.5,284.00,1,2899541030,optimal,0,0.0030,175.0,175.0,0.0000,optimal,0,0.0110,175.0,175.0,0.0000
2026-03-07 17:22:11,2,12,2.5,325.00,2,2419595512,optimal,0,0.0040,450.0,450.0,0.0000,optimal,0,0.0170,450.0,450.0,0.0000
2026-03-07 17:22:11,2,12,2.5,236.00,3,2038988881,optimal,0,0.0030,115.0,115.0,0.0000,optimal,0,0.0100,115.0,115.0,0.0000
2026-03-07 17:22:11,2,12,2.5,277.00,4,1658382250,optimal,0,0.0030,468.0,468.0,0.0000,optimal,0,0.0150,468.0,468.0,0.0000
2026-03-07 17:22:11,2,12,2.5,244.00,5,3325920380,optimal,0,0.0030,276.0,276.0,0.0000,optimal,0,0.0090,276.0,276.0,0.0000
2026-03-07 17:22:11,2,16,2.5,314.00,1,3457051776,optimal,0,0.0050,405.0,405.0,0.0000,optimal,0,0.0265,405.0,405.0,0.0000
2026-03-07 17:22:11,2,16,2.5,325.00,2,3076445145,optimal,0,0.0050,544.0,544.0,0.0000,optimal,0,0.0320,544.0,544.0,0.0000
2026-03-07 17:22:11,2,16,2.5,265.00,3,2695838514,optimal,0,0.0040,340.0,340.0,0.0000,optimal,0,0.0200,340.0,340.0,0.0000
2026-03-07 17:22:11,2,16,2.5,258.00,4,2215892996,optimal,0,0.0040,432.0,432.0,0.0000,optimal,0,0.0235,432.0,432.0,0.0000
2026-03-07 17:22:11,2,16,2.5,341.00,5,1835286365,optimal,0,0.0040,300.0,300.0,0.0000,optimal,0,0.0240,300.0,300.0,0.0000
2026-03-07 17:22:11,2,20,2.5,300.00,1,4274752094,completed,214,0.0130,390.0,390.0,0.0000,completed,147,0.0485,390.0,390.0,0.0000
2026-03-07 17:22:12,2,20,2.5,241.00,2,1746661815,optimal,0,0.0050,418.0,418.0,0.0000,optimal,0,0.0300,418.0,418.0,0.0000
2026-03-07 17:22:12,2,20,2.5,268.00,3,3414199945,optimal,0,0.0040,470.0,470.0,0.0000,optimal,0,0.0290,470.0,470.0,0.0000
2026-03-07 17:22:12,2,20,2.5,288.00,4,3033593314,completed,1369,0.0220,351.0,358.0,-7.0000,completed,553,0.0525,351.0,358.0,-7.0000
2026-03-07 17:22:12,2,20,2.5,299.00,5,406164148,optimal,0,0.0050,405.0,405.0,0.0000,optimal,0,0.0325,405.0,405.0,0.0000
2026-03-07 17:22:12,2,24,2.5,261.00,1,2784118079,completed,1750,0.0495,349.0,360.0,-11.0000,completed,457,0.0820,349.0,360.0,-11.0000
2026-03-07 17:22:12,2,24,2.5,288.00,2,156688913,optimal,0,0.0050,272.0,272.0,0.0000,optimal,0,0.0400,272.0,272.0,0.0000
2026-03-07 17:22:12,2,24,2.5,256.00,3,4071049578,optimal,0,0.0050,288.0,288.0,0.0000,optimal,0,0.0407,288.0,288.0,0.0000
2026-03-07 17:22:12,2,24,2.5,266.00,4,1443620412,optimal,0,0.0050,280.0,280.0,0.0000,optimal,0,0.0480,280.0,280.0,0.0000
2026-03-07 17:22:12,2,24,2.5,272.00,5,3210497429,optimal,0,0.0060,504.0,504.0,0.0000,optimal,0,0.0505,504.0,504.0,0.0000
2026-03-07 17:22:12,4,4,2.5,477.00,1,672497000,optimal,0,0.0060,140.0,140.0,0.0000,optimal,0,0.0090,140.0,140.0,0.0000
2026-03-07 17:22:12,4,4,2.5,622.00,2,291890369,optimal,0,0.0080,470.0,470.0,0.0000,optimal,0,0.0110,470.0,470.0,0.0000
2026-03-07 17:22:12,4,4,2.5,527.00,3,1959428499,optimal,0,0.0040,120.0,120.0,0.0000,optimal,0,0.0070,120.0,120.0,0.0000
2026-03-07 17:22:12,4,4,2.5,562.00,4,3726305516,optimal,0,0.0040,144.0,144.0,0.0000,optimal,0,0.0065,144.0,144.0,0.0000
2026-03-07 17:22:12,4,4,2.5,540.00,5,1098876350,optimal,0,0.0070,300.0,300.0,0.0000,optimal,0,0.0130,300.0,300.0,0.0000
2026-03-07 17:22:12,4,8,2.5,667.00,1,4057100778,optimal,0,0.0085,186.0,186.0,0.0000,optimal,0,0.0210,186.0,186.0,0.0000
2026-03-07 17:22:12,4,8,2.5,620.00,2,3676494147,optimal,0,0.0100,273.0,273.0,0.0000,optimal,0,0.0350,273.0,273.0,0.0000
2026-03-07 17:22:12,4,8,2.5,662.00,3,1049064981,optimal,0,0.0080,210.0,210.0,0.0000,optimal,0,0.0222,210.0,210.0,0.0000
2026-03-07 17:22:12,4,8,2.5,602.00,4,2815941998,optimal,0,0.0080,387.0,387.0,0.0000,optimal,0,0.0240,387.0,387.0,0.0000
2026-03-07 17:22:12,4,8,2.5,491.00,5,2435335367,optimal,0,0.0080,272.0,272.0,0.0000,optimal,0,0.0230,272.0,272.0,0.0000
2026-03-07 17:22:12,4,12,2.5,556.00,1,418983115,optimal,0,0.0090,184.0,184.0,0.0000,optimal,0,0.0395,184.0,184.0,0.0000
2026-03-07 17:22:12,4,12,2.5,506.00,2,4234004893,optimal,0,0.0080,250.0,250.0,0.0000,optimal,0,0.0380,250.0,250.0,0.0000
2026-03-07 17:22:13,4,12,2.5,536.00,3,3853398262,completed,11706,0.4621,289.0,297.0,-8.0000,completed,1473,0.3205,289.0,297.0,-8.0000
2026-03-07 17:22:15,4,12,2.5,582.00,4,3472791631,completed,11405,1.1329,267.0,274.0,-7.0000,completed,1227,0.6696,267.0,274.0,-7.0000
2026-03-07 17:22:15,4,12,2.5,539.00,5,845362465,optimal,0,0.0110,204.0,204.0,0.0000,optimal,0,0.0422,204.0,204.0,0.0000
2026-03-07 17:22:15,4,16,2.5,466.00,1,3976916372,optimal,0,0.0110,360.0,360.0,0.0000,optimal,0,0.0710,360.0,360.0,0.0000
2026-03-07 17:22:15,4,16,2.5,555.00,2,3596309741,optimal,0,0.0135,330.0,330.0,0.0000,optimal,0,0.0900,330.0,330.0,0.0000
2026-03-07 17:22:15,4,16,2.5,544.00,3,3116364223,optimal,0,0.0125,376.0,376.0,0.0000,optimal,0,0.1145,376.0,376.0,0.0000
2026-03-07 17:22:15,4,16,2.5,475.00,4,2735757592,optimal,0,0.0130,333.0,333.0,0.0000,optimal,0,0.0865,333.0,333.0,0.0000
2026-03-07 17:22:15,4,16,2.5,499.00,5,108328426,optimal,0,0.0100,282.0,282.0,0.0000,optimal,0,0.0650,282.0,282.0,0.0000
2026-03-07 17:22:16,4,20,2.5,516.00,1,2063294006,optimal,0,0.0165,533.0,533.0,0.0000,optimal,0,0.1335,533.0,533.0,0.0000
2026-03-07 17:22:24,4,20,2.5,508.00,2,3730832136,completed,537110,5.4911,266.0,270.0,-4.0000,completed,33712,3.1290,266.0,270.0,-4.0000
2026-03-07 17:22:24,4,20,2.5,616.00,3,3350225505,optimal,0,0.0180,504.0,504.0,0.0000,optimal,0,0.1385,504.0,504.0,0.0000
