parameter,value,repetition,seed,n_jobs,m_machines,budget_multiplier,ceiling_runtime,ceiling_nodes,ceiling_pruned_bound,ceiling_pruning_rate,ceiling_makespan,ceiling_status,maxlpt_runtime,maxlpt_nodes,maxlpt_pruned_bound,maxlpt_pruning_rate,maxlpt_makespan,maxlpt_status,match_makespan,node_reduction_pct,speedup
budget,6.4,2,64002,8,4,6.4,0.029143810272216797,0,0,0.0,940.0,success,0.057999610900878906,0,0,0.0,940.0,success,True,,
budget,6.4,3,64003,8,4,6.4,1.4296760559082031,30587,30179,0.9866609997711446,620.0,success,0.2751033306121826,4819,4720,0.9794563187383275,620.0,success,True,84.24494066106516,5.196869309894468
budget,6.4,4,64004,8,4,6.4,0.026000022888183594,0,0,0.0,608.0,success,0.06350326538085938,0,0,0.0,608.0,success,True,,
budget,6.6,0,66000,8,4,6.6,0.8261542320251465,5431,4363,0.8033511323881422,450.0,success,0.6676082611083984,839,560,0.6674612634088201,450.0,success,True,84.5516479469711,1.2374835366080128
budget,6.6,1,66001,8,4,6.6,9.19463062286377,34214,28990,0.8473139650435494,357.0,success,5.451352596282959,4192,3096,0.7385496183206107,357.0,success,True,87.74770561758345,1.686669585293967
budget,6.6,2,66002,8,4,6.6,1.8770849704742432,11071,10716,0.9679342426158432,585.0,success,1.6071979999542236,4984,4804,0.963884430176565,585.0,success,True,54.981483154186606,1.1679239088946767
budget,6.6,3,66003,8,4,6.6,114.5369644165039,12551,8982,0.715640188032826,486.0,success,68.84654355049133,5099,2859,0.5606981761129634,486.0,success,True,59.373755079276556,1.66365598779122
budget,6.6,4,66004,8,4,6.6,20.928901433944702,159018,154187,0.969619791470148,340.0,success,4.636533260345459,9144,8586,0.9389763779527559,340.0,success,True,94.24970758027393,4.513911635864191
budget,6.8,0,68000,8,4,6.8,31.85463047027588,9096,8083,0.88863236587511,594.0,success,25.02477264404297,2436,1781,0.7311165845648604,594.0,success,True,73.21899736147756,1.272923871212821
budget,6.8,1,68001,8,4,6.8,0.03899979591369629,0,0,0.0,1159.0,success,0.10350894927978516,0,0,0.0,1159.0,success,True,,
budget,6.8,2,68002,8,4,6.8,0.023957490921020508,0,0,0.0,600.0,success,0.05150318145751953,0,0,0.0,600.0,success,True,,
budget,6.8,3,68003,8,4,6.8,0.403275728225708,3786,3712,0.9804543053354464,684.0,success,0.3657240867614746,2865,2805,0.9790575916230366,684.0,success,True,24.32646592709984,1.1026775178981432
budget,6.8,4,68004,8,4,6.8,8.92080569267273,183466,160855,0.876756456237123,266.0,success,0.31827497482299805,1438,1038,0.721835883171071,266.0,success,True,99.21620354725125,28.02861172994782
budget,7.0,0,70000,8,4,7.0,1.3677773475646973,2386,1680,0.7041072925398156,690.0,success,1.2061734199523926,645,310,0.4806201550387597,690.0,success,True,72.96730930427493,1.1339806738724878
budget,7.0,1,70001,8,4,7.0,2.617959976196289,1411,925,0.6555634301913537,606.0,success,1.9377267360687256,607,339,0.5584843492586491,606.0,success,True,56.98086463501063,1.3510470426328667
budget,7.0,2,70002,8,4,7.0,0.17802143096923828,2441,2092,0.8570258090946333,624.0,success,0.1390230655670166,496,391,0.7883064516129032,624.0,success,True,79.68045882834905,1.2805172310304318
budget,7.0,3,70003,8,4,7.0,0.0449976921081543,0,0,0.0,525.0,success,0.12868332862854004,0,0,0.0,525.0,success,True,,
budget,7.0,4,70004,8,4,7.0,1533.276490688324,500000,430513,0.861026,260.0,success,1150.1347596645355,96416,51701,0.5362284268171258,260.0,success,True,80.7168,1.3331276859552883
budget,7.2,0,72000,8,4,7.2,0.11767888069152832,1420,1155,0.8133802816901409,450.0,success,0.12230134010314941,203,162,0.7980295566502463,450.0,success,True,85.70422535211267,0.9622043437322724
budget,7.2,1,72001,8,4,7.2,0.4260435104370117,3259,3182,0.9763731205891377,549.0,success,0.4297041893005371,2515,2451,0.9745526838966203,549.0,success,True,22.829088677508437,0.991480932802903
budget,7.2,2,72002,8,4,7.2,0.02700042724609375,0,0,0.0,380.0,success,0.08050704002380371,0,0,0.0,380.0,success,True,,
budget,7.2,3,72003,8,4,7.2,1444.5282490253448,355623,283213,0.7963854981258243,306.0,success,366.7250578403473,46362,25644,0.5531254044260385,306.0,success,True,86.96316042550679,3.938995217649447
budget,7.2,4,72004,8,4,7.2,0.033289432525634766,0,0,0.0,570.0,success,0.08711647987365723,0,0,0.0,570.0,success,True,,
budget,7.4,0,74000,8,4,7.4,0.044998884201049805,0,0,0.0,704.0,success,0.12196946144104004,0,0,0.0,704.0,success,True,,
budget,7.4,1,74001,8,4,7.4,0.0320897102355957,0,0,0.0,1080.0,success,0.07451057434082031,0,0,0.0,1080.0,success,True,,
budget,7.4,2,74002,8,4,7.4,0.03999757766723633,0,0,0.0,689.0,success,0.1025080680847168,0,0,0.0,689.0,success,True,,
budget,7.4,3,74003,8,4,7.4,0.04551076889038086,0,0,0.0,1156.0,success,0.10843992233276367,0,0,0.0,1156.0,success,True,,
budget,7.4,4,74004,8,4,7.4,10.047552108764648,38945,33748,0.8665553986391065,300.0,success,2.6195015907287598,1502,991,0.6597869507323568,300.0,success,True,96.14327898318142,3.835673222847467
budget,7.6,0,76000,8,4,7.6,0.03476548194885254,0,0,0.0,665.0,success,0.11351656913757324,0,0,0.0,665.0,success,True,,
budget,7.6,1,76001,8,4,7.6,0.03599953651428223,0,0,0.0,546.0,success,0.09774017333984375,0,0,0.0,546.0,success,True,,
