parameter,value,repetition,seed,n_jobs,m_machines,budget_multiplier,ceiling_runtime,ceiling_nodes,ceiling_pruned_bound,ceiling_pruning_rate,ceiling_makespan,ceiling_status,ceiling_leaf_timeout,ceiling_leaf_nodes,maxlpt_runtime,maxlpt_nodes,maxlpt_pruned_bound,maxlpt_pruning_rate,maxlpt_makespan,maxlpt_status,maxlpt_leaf_timeout,maxlpt_leaf_nodes,match_makespan,node_reduction_pct,speedup,root_solved_skipped,ceiling_timeout,maxlpt_timeout
machines,11,0,110000,20,11,2.5,4145.078790426254,47616691,0,0.0,308.0,success,False,0,370.24272751808167,3977835,0,0.0,308.0,success,False,0,True,91.64613307547978,11.19557112765657,0,True,False
machines,12,0,120005,20,12,2.5,3607.735766887665,1305044,0,0.0,329.0,success,False,0,3609.7986249923706,1495094,0,0.0,329.0,success,False,0,True,-14.562727386969332,0.9994285392845951,5,True,True
